OverallStatus,Hiretype,Title,Age,Original State,Source,IT,Joining Center,Rank,IsRotationalShift,NoticePeriod,Qualification1,Big four,hike,JoiningBonus,GoodsTransportationTravelEligibility,Stipend,Experienced,IsNoticePeriodReimbursementProvided
Joined,New Employee,0,31.55068493,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,1,31%,0,0,0,1,0
OfferDeclined,New Employee,0,29.42739726,Tamil Nadu,PORTAL,1,Chennai,42,FALSE,2,Post Grad,0,24%,0,0,0,1,0
Joined,New Employee,0,27.80273973,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,21%,0,0,0,1,0
OfferDeclined,New Employee,0,35.24383562,Tamil Nadu,PORTAL,1,Chennai,32,FALSE,2,Post Grad,0,13%,0,0,0,1,0
OfferDeclined,New Employee,1,27.11780822,Andhra Pradesh,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,0,31%,0,1,0,1,0
Joined,New Employee,0,26.76164384,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,0,33%,0,0,0,1,0
Joined,New Employee,0,29.34794521,Andhra Pradesh,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,0,31%,0,1,0,1,0
Joined,New Employee,0,34.20821918,Haryana,EMPLOYEE REFERRAL,0,Gurgaon,42,FALSE,2,Post Grad,1,34%,0,0,0,1,0
Joined,New Employee,0,38.2739726,Andhra Pradesh,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,0,33%,0,1,0,1,0
OfferDeclined,New Employee,0,30.19178082,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,1,35%,0,0,0,1,0
OfferDeclined,New Employee,1,29.75616438,Haryana,CONSULTANCY,0,Gurgaon,42,FALSE,2,Post Grad,1,20%,0,0,0,1,0
OfferDeclined,New Employee,1,29.47671233,Karnataka,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,31%,0,0,0,1,0
Joined,New Employee,1,25.16986301,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,0%,0,0,0,0,FALSE
Joined,New Employee,0,30.33150685,Telangana,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,0,33%,0,1,0,1,0
OfferDeclined,New Employee,0,31.11232877,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,1,35%,0,0,0,1,0
Joined,Re hire,1,29.54794521,Karnataka,WALK-IN,0,Bangalore,44,FALSE,2,Post Grad,1,9%,0,0,0,1,0
Joined,New Employee,0,29.49863014,Andhra Pradesh,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,0,33%,0,1,0,1,0
Joined,New Employee,0,30.50136986,Andhra Pradesh,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,0,38%,0,1,0,1,0
Joined,New Employee,1,28.88493151,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,23%,0,0,0,1,0
OfferDeclined,New Employee,1,46.47945205,Karnataka,CONSULTANCY,0,Bangalore,32,FALSE,2,Post Grad,1,30%,0,0,0,1,0
Joined,New Employee,1,32.36986301,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,22%,0,0,0,1,0
Joined,New Employee,0,27.68493151,Karnataka,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,0,32%,0,0,0,1,0
Joined,Re hire,1,26.55068493,Tamil Nadu,EMPLOYEE REFERRAL,0,Chennai,44,FALSE,2,Post Grad,0,20%,0,0,0,1,0
OfferDeclined,New Employee,0,27.49041096,Karnataka,PORTAL,0,Bangalore,42,FALSE,2,Post Grad,0,29%,0,0,0,1,0
Joined,New Employee,0,30.90136986,Tamil Nadu,PORTAL,1,Chennai,44,FALSE,2,Post Grad,0,28%,0,0,0,1,0
Joined,New Employee,0,29.84657534,Tamil Nadu,PORTAL,1,Chennai,42,FALSE,2,Post Grad,0,24%,0,0,0,1,0
Joined,Transfer,1,40.61643836,Karnataka,GDS LEAP,0,Bangalore,44,FALSE,2,Post Grad,1,0%,0,0,0,0,FALSE
Joined,New Employee,0,30.04931507,Tamil Nadu,PORTAL,1,Chennai,42,FALSE,2,Post Grad,0,24%,0,0,0,1,0
OfferDeclined,New Employee,0,24.14246575,Tamil Nadu,CAMPUS,1,Bangalore,4,FALSE,1,Post Grad,0,100%,0,0,1,1,0
Joined,New Employee,1,24.21917808,Tamil Nadu,CAMPUS,1,Bangalore,4,FALSE,1,Post Grad,0,100%,0,0,1,1,0
Joined,New Employee,1,24.0109589,Tamil Nadu,CAMPUS,1,Bangalore,4,FALSE,1,Post Grad,0,100%,0,0,1,1,0
Joined,New Employee,1,24.05205479,Tamil Nadu,CAMPUS,1,Bangalore,4,FALSE,1,Post Grad,0,100%,0,0,1,1,0
Joined,New Employee,1,29.68767123,Rajasthan,CAMPUS,1,Bangalore,4,FALSE,1,Post Grad,0,100%,0,0,1,1,0
OfferDeclined,New Employee,1,24.00273973,Tamil Nadu,CAMPUS,1,Bangalore,4,FALSE,1,Post Grad,0,100%,0,0,1,1,0
Joined,New Employee,0,25.74794521,New Delhi,CAMPUS,1,Bangalore,4,FALSE,1,Post Grad,0,100%,0,0,1,1,0
Joined,New Employee,1,28.23013699,Karnataka,PORTAL,1,Bangalore,44,FALSE,2,Post Grad,0,28%,0,0,0,1,0
OfferDeclined,New Employee,0,30.25479452,Karnataka,WALK-IN,0,Bangalore,44,FALSE,2,Post Grad,0,29%,0,0,0,1,0
OfferDeclined,New Employee,0,32.36986301,Karnataka,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,0,25%,0,0,0,1,0
Joined,New Employee,0,28.35068493,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,0,31%,0,0,0,1,0
OfferDeclined,New Employee,0,28.58630137,Telangana,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,0,33%,0,1,0,1,0
OfferDeclined,New Employee,0,37.90958904,West Bengal,CONSULTANCY,0,Bangalore,32,FALSE,2,Post Grad,1,40%,0,1,0,1,0
Joined,New Employee,0,24.80821918,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,30.24109589,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,23%,0,0,0,1,0
Joined,New Employee,0,22.05479452,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,23.13972603,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,28.73150685,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,0%,0,0,0,0,FALSE
Joined,New Employee,0,27.43287671,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,22.0109589,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
OfferDeclined,New Employee,1,28.91780822,Tamil Nadu,PORTAL,1,Chennai,42,FALSE,2,Post Grad,0,11%,0,0,0,1,0
Joined,New Employee,0,27.34794521,Tamil Nadu,PORTAL,1,Chennai,44,FALSE,2,Post Grad,0,26%,0,0,0,1,0
Joined,New Employee,0,24.82739726,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,25.65753425,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,46%,0,0,0,1,0
Joined,New Employee,0,23.66849315,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,20%,0,0,0,1,0
Joined,New Employee,1,21.96164384,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,26.55068493,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,Re hire,1,27.67671233,Karnataka,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,0,30%,0,0,0,1,0
Joined,New Employee,1,24.92054795,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
OfferDeclined,Re hire,0,28.77260274,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,13%,0,0,0,1,0
Joined,New Employee,1,24.68767123,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,27.02739726,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,32%,0,0,0,1,0
Joined,New Employee,0,26.79452055,Andhra Pradesh,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,35%,0,1,0,1,0
Joined,New Employee,1,25.28493151,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,24%,0,0,0,1,0
Joined,New Employee,0,22.76712329,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,27.24383562,Tamil Nadu,PORTAL,1,Chennai,44,FALSE,2,Post Grad,0,25%,0,0,0,1,0
Joined,New Employee,0,22.39178082,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,31.27671233,West Bengal,PORTAL,1,Bangalore,42,FALSE,2,Post Grad,0,30%,0,1,0,1,0
OfferDeclined,New Employee,0,36.25205479,Haryana,CONSULTANCY,0,Gurgaon,42,FALSE,2,Post Grad,1,22%,0,0,0,1,0
Joined,New Employee,0,23.17808219,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,51%,0,0,0,1,0
OfferDeclined,New Employee,0,21.71506849,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,24.04109589,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,Re hire,0,29.80273973,Telangana,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,1,43%,0,1,0,1,0
Joined,New Employee,1,21.16712329,Andhra Pradesh,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,29.27123288,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,27%,0,0,0,1,0
Joined,New Employee,0,27.57534247,Karnataka,EMPLOYEE REFERRAL,1,Bangalore,42,FALSE,2,Post Grad,0,45%,0,0,0,1,0
Joined,New Employee,0,29.14794521,Tamil Nadu,PORTAL,1,Chennai,42,FALSE,2,Post Grad,0,28%,0,0,0,1,0
OfferDeclined,New Employee,1,27.58082192,Telangana,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,0,32%,0,1,0,1,0
Joined,New Employee,0,30.22739726,Telangana,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,0,33%,0,1,0,1,0
OfferDeclined,New Employee,0,33.17534247,West Bengal,Others,0,Bangalore,32,FALSE,2,Post Grad,1,45%,0,1,0,1,0
Joined,New Employee,0,23.30136986,Haryana,EMPLOYEE REFERRAL,1,Bangalore,44,FALSE,2,Post Grad,0,100%,0,1,0,1,0
OfferDeclined,New Employee,0,34.09863014,Karnataka,PORTAL,1,Bangalore,32,FALSE,2,Post Grad,0,29%,0,0,0,1,0
OfferDeclined,New Employee,0,29.67123288,Telangana,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,0,30%,0,1,0,1,0
Joined,New Employee,1,27.92876712,Uttar Pradesh,EMPLOYEE REFERRAL,0,Gurgaon,42,FALSE,2,Post Grad,1,32%,0,1,0,1,0
OfferDeclined,New Employee,0,32.10136986,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,0,24%,0,0,0,1,0
Joined,New Employee,1,28.02739726,Karnataka,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,24%,0,0,0,1,0
Joined,New Employee,0,36.3260274,Tamil Nadu,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,0,27%,0,1,0,1,0
Joined,New Employee,1,27.84931507,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,1,30%,0,0,0,1,0
Joined,New Employee,0,28.7890411,Karnataka,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,0,24%,0,0,0,1,0
OfferDeclined,New Employee,1,30.47671233,Tamil Nadu,CONSULTANCY,0,Kochi,42,FALSE,2,Post Grad,0,27%,0,1,0,1,0
Joined,New Employee,1,27.73150685,Tamil Nadu,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,1,25%,0,1,0,1,0
OfferDeclined,New Employee,0,32.95890411,Tamil Nadu,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,0,27%,0,1,0,1,0
Joined,Transfer,0,24.74794521,Karnataka,Others,0,Bangalore,44,FALSE,2,Post Grad,1,19%,0,0,0,1,0
Joined,Transfer,1,23.5369863,Karnataka,Others,0,Bangalore,44,FALSE,2,Post Grad,1,17%,0,0,0,1,0
Joined,New Employee,0,24.5260274,Uttar Pradesh,WALK-IN,0,Bangalore,44,FALSE,2,Post Grad,1,37%,0,1,0,1,0
Joined,New Employee,1,24.86849315,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,24.45479452,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,24.92054795,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,24.71506849,Uttar Pradesh,WALK-IN,0,Bangalore,44,FALSE,2,Post Grad,1,37%,0,1,0,1,0
Joined,New Employee,1,24.24383562,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,24.41369863,New Delhi,WALK-IN,0,Bangalore,44,FALSE,2,Post Grad,1,37%,0,1,0,1,0
Joined,New Employee,1,24.92054795,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,Re hire,1,28.86575342,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,21%,0,0,0,1,0
OfferDeclined,New Employee,0,25.86027397,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
OfferDeclined,New Employee,1,29.31780822,Karnataka,PORTAL,1,Bangalore,42,FALSE,2,Post Grad,0,27%,0,0,0,1,0
Joined,Transfer,1,42.13150685,Karnataka,GDS LEAP,0,Bangalore,32,FALSE,2,Post Grad,1,13%,0,0,0,1,0
Joined,Transfer,1,31.63835616,Karnataka,GDS LEAP,0,Bangalore,42,FALSE,2,Post Grad,1,5%,0,0,0,1,0
Joined,New Employee,1,24.70136986,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,28.35890411,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,30%,0,0,0,1,0
Joined,New Employee,0,28.42191781,Karnataka,PORTAL,1,Bangalore,42,FALSE,2,Post Grad,0,29%,0,0,0,1,0
Joined,New Employee,0,43.62191781,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,32,FALSE,2,Post Grad,1,34%,0,0,0,1,0
Joined,New Employee,0,38.20821918,Karnataka,EMPLOYEE REFERRAL,1,Bangalore,32,FALSE,2,Post Grad,0,26%,0,0,0,1,0
OfferDeclined,New Employee,1,29.06849315,Karnataka,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,23%,0,0,0,1,0
Joined,New Employee,0,30.0630137,Karnataka,PORTAL,1,Bangalore,42,FALSE,2,Post Grad,0,17%,0,0,0,1,0
Joined,New Employee,1,28.97808219,Uttar Pradesh,PORTAL,1,Bangalore,42,FALSE,2,Post Grad,0,28%,0,1,0,1,0
Joined,New Employee,1,22.34246575,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,29.95342466,Karnataka,CONSULTANCY,0,Gurgaon,42,FALSE,2,Post Grad,1,23%,0,1,0,1,0
Joined,New Employee,0,34.14794521,Karnataka,EMPLOYEE REFERRAL,1,Bangalore,42,FALSE,2,Post Grad,0,31%,0,0,0,1,0
Joined,Re hire,1,31.2109589,Karnataka,PORTAL,0,Bangalore,32,FALSE,2,Post Grad,1,51%,0,0,0,1,0
Joined,New Employee,1,24.4630137,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,29.46575342,Karnataka,PORTAL,1,Bangalore,42,FALSE,2,Post Grad,0,21%,0,0,0,1,0
Joined,New Employee,0,29.17260274,West Bengal,PORTAL,1,Bangalore,42,FALSE,2,Post Grad,0,28%,0,1,0,1,0
OfferDeclined,New Employee,0,31.40273973,West Bengal,PORTAL,1,Bangalore,42,FALSE,2,Post Grad,0,33%,0,1,0,1,0
Joined,New Employee,0,29.59452055,West Bengal,PORTAL,1,Bangalore,42,FALSE,2,Post Grad,0,24%,0,1,0,1,0
OfferDeclined,New Employee,0,30.01369863,Karnataka,PORTAL,0,Bangalore,42,FALSE,2,Post Grad,0,30%,0,0,0,1,0
Joined,New Employee,1,29.49041096,Karnataka,PORTAL,1,Bangalore,42,FALSE,2,Post Grad,0,36%,0,0,0,1,0
Joined,New Employee,0,32.49315068,Karnataka,PORTAL,1,Bangalore,42,FALSE,2,Post Grad,0,9%,0,0,0,1,0
OfferDeclined,New Employee,1,29.45753425,Karnataka,PORTAL,1,Bangalore,42,FALSE,2,Post Grad,0,25%,0,0,0,1,0
Joined,New Employee,0,30.50410959,West Bengal,PORTAL,1,Bangalore,42,FALSE,2,Post Grad,1,25%,0,1,0,1,0
OfferDeclined,New Employee,0,33.31506849,Tamil Nadu,PORTAL,1,Bangalore,42,FALSE,2,Post Grad,0,31%,0,0,0,1,0
Joined,New Employee,1,29.36986301,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,1,17%,0,0,0,1,0
OfferDeclined,Re hire,0,32.1890411,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,32,FALSE,2,Post Grad,1,12%,1,0,0,1,0
Joined,New Employee,1,25.06027397,Maharashtra,CAMPUS,1,Bangalore,4,FALSE,1,Post Grad,0,100%,0,0,1,1,0
Joined,New Employee,1,23.81369863,Andhra Pradesh,CAMPUS,1,Bangalore,4,FALSE,1,Post Grad,0,100%,0,0,1,1,0
Joined,New Employee,1,28.42739726,Karnataka,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,37%,0,0,0,1,0
Joined,New Employee,0,32.65753425,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,1,29%,0,0,0,1,0
OfferDeclined,New Employee,0,36.17534247,Kerala,CONSULTANCY,0,Kochi,32,FALSE,2,Post Grad,1,15%,0,0,0,1,0
Joined,New Employee,0,28.82191781,Karnataka,PORTAL,1,Bangalore,42,FALSE,2,Post Grad,0,23%,0,0,0,1,0
OfferDeclined,New Employee,0,27.99178082,Karnataka,PORTAL,1,Bangalore,42,FALSE,2,Post Grad,0,33%,0,0,0,1,0
OfferDeclined,New Employee,0,30.6109589,Haryana,CONSULTANCY,0,Gurgaon,42,FALSE,2,Post Grad,1,21%,0,0,0,1,0
Joined,Re hire,0,37.64383562,Karnataka,Others,0,Bangalore,4,FALSE,1,Post Grad,1,100%,0,0,1,1,0
OfferDeclined,New Employee,1,30.79726027,Haryana,CONSULTANCY,0,Gurgaon,42,FALSE,2,Post Grad,1,29%,0,0,0,1,0
OfferDeclined,New Employee,0,32.54794521,New Delhi,CONSULTANCY,0,Gurgaon,42,FALSE,2,Post Grad,1,24%,0,0,0,1,0
Joined,New Employee,0,27.55068493,Karnataka,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,37%,0,0,0,1,0
Joined,New Employee,0,35.20273973,Karnataka,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,0,30%,0,0,0,1,0
OfferDeclined,New Employee,0,31.88219178,West Bengal,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,48%,0,1,0,1,0
Joined,New Employee,0,24.84931507,Karnataka,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,0,33%,0,0,0,1,0
OfferDeclined,New Employee,0,29.34794521,Karnataka,PORTAL,0,Bangalore,42,FALSE,2,Post Grad,1,40%,0,0,0,1,0
Joined,New Employee,0,29.98082192,New Delhi,CONSULTANCY,0,Gurgaon,42,FALSE,2,Post Grad,1,30%,0,0,0,1,0
Joined,New Employee,0,27.48767123,Haryana,CONSULTANCY,0,Gurgaon,42,FALSE,2,Post Grad,1,24%,0,0,0,1,0
OfferDeclined,New Employee,1,25.62465753,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,1,32%,0,0,0,1,0
OfferDeclined,New Employee,0,29.84931507,Karnataka,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,35%,0,0,0,1,0
Joined,New Employee,1,29.96164384,New Delhi,CONSULTANCY,0,Gurgaon,42,FALSE,2,Post Grad,1,27%,0,0,0,1,0
Joined,New Employee,1,28.64109589,Jharkhand,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,36%,0,1,0,1,0
Joined,New Employee,0,44.27945205,New Delhi,CONSULTANCY,0,Gurgaon,42,FALSE,2,Post Grad,0,31%,0,0,0,1,0
Joined,New Employee,0,30.0109589,West Bengal,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,45%,0,1,0,1,0
Joined,New Employee,0,26.90410959,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,27%,0,0,0,1,0
Joined,New Employee,1,30.02465753,West Bengal,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,1,38%,0,1,0,1,0
Joined,New Employee,0,27.88767123,Uttar Pradesh,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,0,25%,0,1,0,1,0
OfferDeclined,New Employee,1,40.25753425,Karnataka,EMPLOYEE REFERRAL,1,Bangalore,32,FALSE,2,Post Grad,0,26%,1,0,0,1,0
Joined,New Employee,0,28.46027397,Tamil Nadu,EMPLOYEE REFERRAL,1,Bangalore,42,FALSE,2,Post Grad,0,25%,0,1,0,1,0
Joined,New Employee,0,22.40547945,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
OfferDeclined,New Employee,0,43.63835616,Tamil Nadu,PORTAL,0,Bangalore,32,FALSE,2,Post Grad,0,13%,0,1,0,1,0
OfferDeclined,New Employee,1,38.98630137,Telangana,CONSULTANCY,0,Bangalore,32,FALSE,2,Post Grad,1,37%,0,1,0,1,0
Joined,New Employee,1,22.67123288,Karnataka,WALK-IN,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,23.79452055,Karnataka,WALK-IN,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,40.46027397,Telangana,EMPLOYEE REFERRAL,0,Bangalore,32,FALSE,2,Post Grad,1,38%,0,1,0,1,0
OfferDeclined,New Employee,0,26.25479452,Karnataka,PORTAL,0,Bangalore,42,FALSE,2,Post Grad,0,32%,0,0,0,1,0
OfferDeclined,New Employee,0,28.76438356,Karnataka,PORTAL,0,Bangalore,42,FALSE,2,Post Grad,1,43%,0,0,0,1,0
Joined,New Employee,0,34.79452055,Karnataka,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,0,30%,0,0,0,1,0
Joined,New Employee,1,27.6739726,New Delhi,CONSULTANCY,0,Gurgaon,42,FALSE,2,Post Grad,1,27%,0,0,0,1,0
Joined,New Employee,0,22.74520548,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
OfferDeclined,New Employee,0,23.75616438,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
OfferDeclined,New Employee,0,30.46849315,Haryana,EMPLOYEE REFERRAL,0,Gurgaon,42,FALSE,2,Post Grad,1,30%,0,0,0,1,0
OfferDeclined,New Employee,1,30.18082192,West Bengal,PORTAL,0,Bangalore,42,FALSE,2,Post Grad,1,49%,0,1,0,1,0
Joined,Re hire,0,34.51232877,Karnataka,PORTAL,0,Bangalore,42,FALSE,2,Post Grad,0,17%,0,0,0,1,0
Joined,Re hire,1,28.48219178,Tamil Nadu,PORTAL,0,Chennai,42,FALSE,2,Post Grad,1,17%,0,0,0,1,0
Joined,New Employee,1,22.19726027,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
OfferDeclined,New Employee,1,30.76712329,New Delhi,CONSULTANCY,0,Gurgaon,42,FALSE,2,Post Grad,0,35%,0,0,0,1,0
OfferDeclined,New Employee,0,34.95342466,Maharashtra,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,0,32%,0,1,0,1,0
OfferDeclined,New Employee,1,24.04657534,Karnataka,CAMPUS,0,Bangalore,4,FALSE,1,Post Grad,0,100%,0,0,1,1,0
Joined,New Employee,1,23.36712329,Karnataka,CAMPUS,0,Bangalore,4,FALSE,1,Post Grad,0,100%,0,0,1,1,0
OfferDeclined,New Employee,0,30.7260274,West Bengal,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,30%,0,1,0,1,0
Joined,New Employee,1,27.73150685,Maharashtra,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,0,33%,0,1,0,1,0
Joined,New Employee,0,29.29589041,Andhra Pradesh,EMPLOYEE REFERRAL,0,Kochi,42,FALSE,2,Post Grad,1,36%,0,1,0,1,0
Joined,New Employee,0,31.86027397,Gujarat,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,0,26%,0,1,0,1,0
OfferDeclined,New Employee,1,23.21917808,Uttarakhand,CAMPUS,0,Bangalore,4,FALSE,1,Post Grad,0,100%,0,0,1,1,0
Joined,New Employee,0,39.70136986,Andhra Pradesh,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,0,13%,0,1,0,1,0
OfferDeclined,New Employee,1,30.89863014,Andhra Pradesh,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,0,36%,0,1,0,1,0
OfferDeclined,New Employee,0,34.59452055,Maharashtra,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,0,21%,0,0,0,1,0
Joined,New Employee,0,29.87671233,Tamil Nadu,WALK-IN,0,Bangalore,42,FALSE,2,Post Grad,1,31%,0,1,0,1,0
Joined,New Employee,0,37.98082192,Andhra Pradesh,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,0,31%,0,1,0,1,0
