Target,Hiretype,Title,age,Original State,Source,IT,Joining Center,Joining_center_1,Rank,IsRotationalShift,NoticePeriod,Qualification1,Big four,DAndI,hike,JoiningBonus,GoodsTransportationTravelEligibility,Experienced
1,New Employee,1,24.8630137,Karnataka,PORTAL,0,Bangalore,Same,44,FALSE,2,Post Grad,0,0,100%,0,0,1
1,New Employee,0,25.69315068,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,Same,44,FALSE,2,Post Grad,0,0,46%,0,0,1
1,New Employee,1,23.70410959,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,Same,44,FALSE,2,Post Grad,0,0,20%,0,0,1
1,New Employee,0,21.99726027,Karnataka,PORTAL,0,Bangalore,Same,44,FALSE,2,Post Grad,0,0,100%,0,0,1
1,New Employee,0,26.58630137,Karnataka,PORTAL,0,Bangalore,Same,44,FALSE,2,Post Grad,0,0,100%,0,0,1
1,Re hire,0,27.71232877,Karnataka,CONSULTANCY,0,Bangalore,Same,42,FALSE,2,Post Grad,0,0,30%,0,0,1
1,New Employee,0,24.95616438,Karnataka,PORTAL,0,Bangalore,Same,44,FALSE,2,Post Grad,0,0,100%,0,0,1
0,Re hire,1,28.80821918,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,Same,44,FALSE,2,Post Grad,0,0,13%,0,0,1
1,New Employee,0,24.72328767,Karnataka,PORTAL,0,Bangalore,Same,44,FALSE,2,Post Grad,0,0,100%,0,0,1
1,New Employee,1,27.0630137,Karnataka,PORTAL,0,Bangalore,Same,44,FALSE,2,Post Grad,0,0,32%,0,0,1
1,New Employee,1,26.83013699,Andhra Pradesh,PORTAL,0,Bangalore,Not_same,44,FALSE,2,Post Grad,0,0,35%,0,1,1
1,New Employee,0,25.32054795,Karnataka,PORTAL,0,Bangalore,Same,44,FALSE,2,Post Grad,0,0,24%,0,0,1
1,New Employee,1,22.80273973,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,Same,44,FALSE,2,Post Grad,0,0,100%,0,0,1
1,New Employee,1,27.27945205,Tamil Nadu,PORTAL,1,Chennai,Same,44,FALSE,2,Post Grad,0,0,25%,0,0,1
1,New Employee,1,22.42739726,Karnataka,PORTAL,0,Bangalore,Same,44,FALSE,2,Post Grad,0,0,100%,0,0,1
1,New Employee,1,31.31232877,West Bengal,PORTAL,1,Bangalore,Not_same,42,FALSE,2,Post Grad,0,0,30%,0,1,1
0,New Employee,1,36.28767123,Haryana,CONSULTANCY,0,Gurgaon,Same,42,FALSE,2,Post Grad,1,0,22%,0,0,1
1,New Employee,1,23.21369863,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,Same,44,FALSE,2,Post Grad,0,0,51%,0,0,1
0,New Employee,1,21.75068493,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,Same,44,FALSE,2,Post Grad,0,0,100%,0,0,1
1,New Employee,0,24.07671233,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,Same,44,FALSE,2,Post Grad,0,0,100%,0,0,1
1,Re hire,1,29.83835616,Telangana,EMPLOYEE REFERRAL,0,Bangalore,Not_same,42,FALSE,2,Post Grad,1,0,43%,0,1,1
1,New Employee,0,21.20273973,Andhra Pradesh,EMPLOYEE REFERRAL,0,Bangalore,Not_same,44,FALSE,2,Post Grad,0,0,100%,0,0,1
1,New Employee,0,29.30684932,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,Same,44,FALSE,2,Post Grad,0,0,27%,0,0,1
1,New Employee,1,27.6109589,Karnataka,EMPLOYEE REFERRAL,1,Bangalore,Same,42,FALSE,2,Post Grad,0,0,45%,0,0,1
1,New Employee,1,29.18356164,Tamil Nadu,PORTAL,1,Chennai,Same,42,FALSE,2,Post Grad,0,0,28%,0,0,1
0,New Employee,0,27.61643836,Telangana,CONSULTANCY,0,Bangalore,Not_same,42,FALSE,2,Post Grad,0,0,32%,0,1,1
1,New Employee,1,30.2630137,Telangana,CONSULTANCY,0,Bangalore,Not_same,42,FALSE,2,Post Grad,0,0,33%,0,1,1
1,New Employee,1,23.3369863,Haryana,EMPLOYEE REFERRAL,1,Bangalore,Not_same,44,FALSE,2,Post Grad,0,0,100%,0,1,1
0,New Employee,1,34.13424658,Karnataka,PORTAL,1,Bangalore,Same,32,FALSE,2,Post Grad,0,0,29%,0,0,1
0,New Employee,1,29.70684932,Telangana,CONSULTANCY,0,Bangalore,Not_same,42,FALSE,2,Post Grad,0,0,30%,0,1,1
1,New Employee,0,27.96438356,Uttar Pradesh,EMPLOYEE REFERRAL,0,Gurgaon,Not_same,42,FALSE,2,Post Grad,1,0,32%,0,1,1
0,New Employee,1,32.1369863,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,Same,42,FALSE,2,Post Grad,0,0,24%,0,0,1
1,New Employee,0,28.0630137,Karnataka,CONSULTANCY,0,Bangalore,Same,42,FALSE,2,Post Grad,1,0,24%,0,0,1
1,New Employee,1,36.36164384,Tamil Nadu,CONSULTANCY,0,Bangalore,Not_same,42,FALSE,2,Post Grad,0,0,27%,0,1,1
1,New Employee,0,27.88493151,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,Same,42,FALSE,2,Post Grad,1,0,30%,0,0,1
1,New Employee,1,28.82465753,Karnataka,CONSULTANCY,0,Bangalore,Same,42,FALSE,2,Post Grad,0,0,24%,0,0,1
0,New Employee,0,30.51232877,Tamil Nadu,CONSULTANCY,0,Kochi,Not_same,42,FALSE,2,Post Grad,0,0,27%,0,1,1
1,New Employee,0,27.76712329,Tamil Nadu,EMPLOYEE REFERRAL,0,Bangalore,Not_same,42,FALSE,2,Post Grad,1,0,25%,0,1,1
0,New Employee,1,32.99452055,Tamil Nadu,CONSULTANCY,0,Bangalore,Not_same,42,FALSE,2,Post Grad,0,0,27%,0,1,1
1,New Employee,1,24.56164384,Uttar Pradesh,WALK-IN,0,Bangalore,Not_same,44,FALSE,2,Post Grad,1,0,37%,0,1,1
1,New Employee,0,24.90410959,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,Same,44,FALSE,2,Post Grad,0,0,100%,0,0,1
1,New Employee,0,24.49041096,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,Same,44,FALSE,2,Post Grad,0,0,100%,0,0,1
1,New Employee,1,24.95616438,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,Same,44,FALSE,2,Post Grad,0,0,100%,0,0,1
1,New Employee,0,24.75068493,Uttar Pradesh,WALK-IN,0,Bangalore,Not_same,44,FALSE,2,Post Grad,1,0,37%,0,1,1
1,New Employee,0,24.27945205,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,Same,44,FALSE,2,Post Grad,0,0,100%,0,0,1
1,New Employee,1,24.44931507,New Delhi,WALK-IN,0,Bangalore,Not_same,44,FALSE,2,Post Grad,1,0,37%,0,1,1
1,New Employee,0,24.95616438,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,Same,44,FALSE,2,Post Grad,0,0,100%,0,0,1
1,Re hire,0,28.90136986,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,Same,44,FALSE,2,Post Grad,0,0,21%,0,0,1
0,New Employee,1,25.89589041,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,Same,44,FALSE,2,Post Grad,0,0,100%,0,0,1
0,New Employee,0,29.35342466,Karnataka,PORTAL,1,Bangalore,Same,42,FALSE,2,Post Grad,0,0,27%,0,0,1
1,Transfer,0,42.16712329,Karnataka,GDS LEAP,0,Bangalore,Same,32,FALSE,2,Post Grad,1,1,13%,0,0,1
1,Transfer,0,31.6739726,Karnataka,GDS LEAP,0,Bangalore,Same,42,FALSE,2,Post Grad,1,0,5%,0,0,1
1,New Employee,0,24.7369863,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,Same,44,FALSE,2,Post Grad,0,0,100%,0,0,1
1,New Employee,0,28.39452055,Karnataka,PORTAL,0,Bangalore,Same,44,FALSE,2,Post Grad,0,0,30%,0,0,1
1,New Employee,1,28.45753425,Karnataka,PORTAL,1,Bangalore,Same,42,FALSE,2,Post Grad,0,0,29%,0,0,1
1,New Employee,1,43.65753425,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,Same,32,FALSE,2,Post Grad,1,0,34%,0,0,1
1,New Employee,1,38.24383562,Karnataka,EMPLOYEE REFERRAL,1,Bangalore,Same,32,FALSE,2,Post Grad,0,0,26%,0,0,1
0,New Employee,0,29.10410959,Karnataka,CONSULTANCY,0,Bangalore,Same,42,FALSE,2,Post Grad,1,0,23%,0,0,1
1,New Employee,1,30.09863014,Karnataka,PORTAL,1,Bangalore,Same,42,FALSE,2,Post Grad,0,0,17%,0,0,1
1,New Employee,0,29.01369863,Uttar Pradesh,PORTAL,1,Bangalore,Not_same,42,FALSE,2,Post Grad,0,0,28%,0,1,1
1,New Employee,0,22.37808219,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,Same,44,FALSE,2,Post Grad,0,0,100%,0,0,1
1,New Employee,1,29.9890411,Karnataka,CONSULTANCY,0,Gurgaon,Not_same,42,FALSE,2,Post Grad,1,0,23%,0,1,1
1,New Employee,1,34.18356164,Karnataka,EMPLOYEE REFERRAL,1,Bangalore,Same,42,FALSE,2,Post Grad,0,0,31%,0,0,1
1,Re hire,0,31.24657534,Karnataka,PORTAL,0,Bangalore,Same,32,FALSE,2,Post Grad,1,0,51%,0,0,1
1,New Employee,0,24.49863014,Karnataka,PORTAL,0,Bangalore,Same,44,FALSE,2,Post Grad,0,0,100%,0,0,1
1,New Employee,1,29.50136986,Karnataka,PORTAL,1,Bangalore,Same,42,FALSE,2,Post Grad,0,0,21%,0,0,1
1,New Employee,1,29.20821918,West Bengal,PORTAL,1,Bangalore,Not_same,42,FALSE,2,Post Grad,0,0,28%,0,1,1
0,New Employee,1,31.43835616,West Bengal,PORTAL,1,Bangalore,Not_same,42,FALSE,2,Post Grad,0,0,33%,0,1,1
1,New Employee,1,29.63013699,West Bengal,PORTAL,1,Bangalore,Not_same,42,FALSE,2,Post Grad,0,0,24%,0,1,1
0,New Employee,1,30.04931507,Karnataka,PORTAL,0,Bangalore,Same,42,FALSE,2,Post Grad,0,0,30%,0,0,1
1,New Employee,0,29.5260274,Karnataka,PORTAL,1,Bangalore,Same,42,FALSE,2,Post Grad,0,0,36%,0,0,1
1,New Employee,1,32.52876712,Karnataka,PORTAL,1,Bangalore,Same,42,FALSE,2,Post Grad,0,0,9%,0,0,1
0,New Employee,0,29.49315068,Karnataka,PORTAL,1,Bangalore,Same,42,FALSE,2,Post Grad,0,0,25%,0,0,1
1,New Employee,1,30.53972603,West Bengal,PORTAL,1,Bangalore,Not_same,42,FALSE,2,Post Grad,1,0,25%,0,1,1
0,New Employee,1,33.35068493,Tamil Nadu,PORTAL,1,Bangalore,Not_same,42,FALSE,2,Post Grad,0,0,31%,0,0,1
1,New Employee,0,29.40547945,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,Same,42,FALSE,2,Post Grad,1,0,17%,0,0,1
0,Re hire,1,32.22465753,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,Same,32,FALSE,2,Post Grad,1,1,12%,1,0,1
1,New Employee,0,25.09589041,Maharashtra,CAMPUS,1,Bangalore,Not_same,4,FALSE,1,Post Grad,0,0,100%,0,0,1
1,New Employee,0,23.84931507,Andhra Pradesh,CAMPUS,1,Bangalore,Not_same,4,FALSE,1,Post Grad,0,0,100%,0,0,1
1,New Employee,0,28.4630137,Karnataka,CONSULTANCY,0,Bangalore,Same,42,FALSE,2,Post Grad,1,0,37%,0,0,1
1,New Employee,1,32.69315068,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,Same,44,FALSE,2,Post Grad,1,0,29%,0,0,1
0,New Employee,1,36.2109589,Kerala,CONSULTANCY,0,Kochi,Same,32,FALSE,2,Post Grad,1,0,15%,0,0,1
1,New Employee,1,28.85753425,Karnataka,PORTAL,1,Bangalore,Same,42,FALSE,2,Post Grad,0,0,23%,0,0,1
0,New Employee,1,28.02739726,Karnataka,PORTAL,1,Bangalore,Same,42,FALSE,2,Post Grad,0,0,33%,0,0,1
0,New Employee,1,30.64657534,Haryana,CONSULTANCY,0,Gurgaon,Same,42,FALSE,2,Post Grad,1,0,21%,0,0,1
0,New Employee,0,30.83287671,Haryana,CONSULTANCY,0,Gurgaon,Same,42,FALSE,2,Post Grad,1,0,29%,0,0,1
0,New Employee,1,32.58356164,New Delhi,CONSULTANCY,0,Gurgaon,Same,42,FALSE,2,Post Grad,1,0,24%,0,0,1
1,New Employee,1,27.58630137,Karnataka,CONSULTANCY,0,Bangalore,Same,42,FALSE,2,Post Grad,1,0,37%,0,0,1
1,New Employee,1,35.23835616,Karnataka,CONSULTANCY,0,Bangalore,Same,42,FALSE,2,Post Grad,0,0,30%,0,0,1
0,New Employee,1,31.91780822,West Bengal,CONSULTANCY,0,Bangalore,Not_same,42,FALSE,2,Post Grad,1,0,48%,0,1,1
1,New Employee,1,24.88493151,Karnataka,CONSULTANCY,0,Bangalore,Same,42,FALSE,2,Post Grad,0,0,33%,0,0,1
0,New Employee,1,29.38356164,Karnataka,PORTAL,0,Bangalore,Same,42,FALSE,2,Post Grad,1,0,40%,0,0,1
1,New Employee,1,30.01643836,New Delhi,CONSULTANCY,0,Gurgaon,Same,42,FALSE,2,Post Grad,1,0,30%,0,0,1
1,New Employee,1,27.52328767,Haryana,CONSULTANCY,0,Gurgaon,Same,42,FALSE,2,Post Grad,1,0,24%,0,0,1
0,New Employee,0,25.66027397,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,Same,42,FALSE,2,Post Grad,1,0,32%,0,0,1
0,New Employee,1,29.88493151,Karnataka,CONSULTANCY,0,Bangalore,Same,42,FALSE,2,Post Grad,1,0,35%,0,0,1
1,New Employee,0,29.99726027,New Delhi,CONSULTANCY,0,Gurgaon,Same,42,FALSE,2,Post Grad,1,0,27%,0,0,1
1,New Employee,0,28.67671233,Jharkhand,CONSULTANCY,0,Bangalore,Not_same,42,FALSE,2,Post Grad,1,0,36%,0,1,1
1,New Employee,1,44.31506849,New Delhi,CONSULTANCY,0,Gurgaon,Same,42,FALSE,2,Post Grad,0,0,31%,0,0,1
1,New Employee,1,30.04657534,West Bengal,CONSULTANCY,0,Bangalore,Not_same,42,FALSE,2,Post Grad,1,0,45%,0,1,1
1,New Employee,1,26.93972603,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,Same,44,FALSE,2,Post Grad,0,0,27%,0,0,1
1,New Employee,0,30.06027397,West Bengal,EMPLOYEE REFERRAL,0,Bangalore,Not_same,42,FALSE,2,Post Grad,1,0,38%,0,1,1
1,New Employee,1,27.92328767,Uttar Pradesh,CONSULTANCY,0,Bangalore,Not_same,42,FALSE,2,Post Grad,0,0,25%,0,1,1
0,New Employee,0,40.29315068,Karnataka,EMPLOYEE REFERRAL,1,Bangalore,Same,32,FALSE,2,Post Grad,0,0,26%,1,0,1
1,New Employee,1,28.49589041,Tamil Nadu,EMPLOYEE REFERRAL,1,Bangalore,Not_same,42,FALSE,2,Post Grad,0,0,25%,0,1,1
1,New Employee,1,22.44109589,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,Same,44,FALSE,2,Post Grad,0,0,100%,0,0,1
0,New Employee,1,43.6739726,Tamil Nadu,PORTAL,0,Bangalore,Not_same,32,FALSE,2,Post Grad,0,0,13%,0,1,1
0,New Employee,0,39.02191781,Telangana,CONSULTANCY,0,Bangalore,Not_same,32,FALSE,2,Post Grad,1,1,37%,0,1,1
1,New Employee,0,22.70684932,Karnataka,WALK-IN,0,Bangalore,Same,44,FALSE,2,Post Grad,0,0,100%,0,0,1
1,New Employee,1,23.83013699,Karnataka,WALK-IN,0,Bangalore,Same,44,FALSE,2,Post Grad,0,0,100%,0,0,1
1,New Employee,0,40.49589041,Telangana,EMPLOYEE REFERRAL,0,Bangalore,Not_same,32,FALSE,2,Post Grad,1,1,38%,0,1,1
0,New Employee,1,26.29041096,Karnataka,PORTAL,0,Bangalore,Same,42,FALSE,2,Post Grad,0,0,32%,0,0,1
0,New Employee,1,28.8,Karnataka,PORTAL,0,Bangalore,Same,42,FALSE,2,Post Grad,1,0,43%,0,0,1
1,New Employee,1,34.83013699,Karnataka,CONSULTANCY,0,Bangalore,Same,42,FALSE,2,Post Grad,0,0,30%,0,0,1
1,New Employee,0,27.70958904,New Delhi,CONSULTANCY,0,Gurgaon,Same,42,FALSE,2,Post Grad,1,0,27%,0,0,1
1,New Employee,1,22.78082192,Karnataka,PORTAL,0,Bangalore,Same,44,FALSE,2,Post Grad,0,0,100%,0,0,1
0,New Employee,1,23.79178082,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,Same,44,FALSE,2,Post Grad,0,0,100%,0,0,1
0,New Employee,1,30.50410959,Haryana,EMPLOYEE REFERRAL,0,Gurgaon,Same,42,FALSE,2,Post Grad,1,0,30%,0,0,1
0,New Employee,0,30.21643836,West Bengal,PORTAL,0,Bangalore,Not_same,42,FALSE,2,Post Grad,1,0,49%,0,1,1
1,Re hire,1,34.54794521,Karnataka,PORTAL,0,Bangalore,Same,42,FALSE,2,Post Grad,0,0,17%,0,0,1
1,Re hire,0,28.51780822,Tamil Nadu,PORTAL,0,Chennai,Same,42,FALSE,2,Post Grad,1,0,17%,0,0,1
1,New Employee,0,22.23287671,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,Same,44,FALSE,2,Post Grad,0,0,100%,0,0,1
0,New Employee,0,30.80273973,New Delhi,CONSULTANCY,0,Gurgaon,Same,42,FALSE,2,Post Grad,0,0,35%,0,0,1
0,New Employee,1,34.9890411,Maharashtra,EMPLOYEE REFERRAL,0,Bangalore,Not_same,42,FALSE,2,Post Grad,0,0,32%,0,1,1
0,New Employee,0,24.08219178,Karnataka,CAMPUS,0,Bangalore,Same,4,FALSE,1,Post Grad,0,0,100%,0,0,1
1,New Employee,0,23.40273973,Karnataka,CAMPUS,0,Bangalore,Same,4,FALSE,1,Post Grad,0,0,100%,0,0,1
0,New Employee,1,30.76164384,West Bengal,CONSULTANCY,0,Bangalore,Not_same,42,FALSE,2,Post Grad,1,0,30%,0,1,1
1,New Employee,0,27.76712329,Maharashtra,CONSULTANCY,0,Bangalore,Not_same,42,FALSE,2,Post Grad,0,0,33%,0,1,1
1,New Employee,1,29.33150685,Andhra Pradesh,EMPLOYEE REFERRAL,0,Kochi,Not_same,42,FALSE,2,Post Grad,1,0,36%,0,1,1
1,New Employee,1,31.89589041,Gujarat,CONSULTANCY,0,Bangalore,Not_same,42,FALSE,2,Post Grad,0,0,26%,0,1,1
0,New Employee,0,23.25479452,Uttarakhand,CAMPUS,0,Bangalore,Not_same,4,FALSE,1,Post Grad,0,0,100%,0,0,1
1,New Employee,1,39.7369863,Andhra Pradesh,CONSULTANCY,0,Bangalore,Not_same,42,FALSE,2,Post Grad,0,0,13%,0,1,1
0,New Employee,0,30.93424658,Andhra Pradesh,EMPLOYEE REFERRAL,0,Bangalore,Not_same,42,FALSE,2,Post Grad,0,0,36%,0,1,1
0,New Employee,1,34.63013699,Maharashtra,CONSULTANCY,0,Bangalore,Not_same,42,FALSE,2,Post Grad,0,0,21%,0,0,1
1,New Employee,1,29.91232877,Tamil Nadu,WALK-IN,0,Bangalore,Not_same,42,FALSE,2,Post Grad,1,0,31%,0,1,1
1,New Employee,1,38.01643836,Andhra Pradesh,EMPLOYEE REFERRAL,0,Bangalore,Not_same,42,FALSE,2,Post Grad,0,0,31%,0,1,1
0,New Employee,1,35.43561644,Maharashtra,CONSULTANCY,0,Bangalore,Not_same,42,FALSE,2,Post Grad,0,0,36%,0,1,1
1,New Employee,0,22.62739726,Karnataka,CAMPUS,0,Bangalore,Same,4,FALSE,1,Post Grad,0,0,100%,0,0,1
1,New Employee,0,24.7890411,Karnataka,CAMPUS,0,Bangalore,Same,4,FALSE,1,Post Grad,0,0,100%,0,0,1
1,New Employee,0,28.40821918,Karnataka,CONSULTANCY,0,Bangalore,Same,42,FALSE,2,Post Grad,1,0,42%,0,0,1
0,New Employee,1,28.84657534,Andhra Pradesh,CONSULTANCY,0,Bangalore,Not_same,42,FALSE,2,Post Grad,1,0,33%,0,1,1
1,New Employee,1,24.24109589,Karnataka,CONSULTANCY,0,Bangalore,Same,42,FALSE,2,Post Grad,1,0,40%,0,0,1
1,New Employee,1,29.80273973,Andhra Pradesh,CONSULTANCY,0,Bangalore,Not_same,42,FALSE,2,Post Grad,0,0,32%,0,1,1
1,New Employee,0,42.5369863,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,Same,44,FALSE,2,Post Grad,0,0,46%,0,0,1
1,New Employee,1,35.35068493,Karnataka,CONSULTANCY,0,Bangalore,Same,42,FALSE,2,Post Grad,0,0,24%,0,0,1
1,New Employee,1,27.92054795,Karnataka,CONSULTANCY,0,Bangalore,Same,42,FALSE,2,Post Grad,1,0,32%,0,0,1
0,New Employee,1,30.61917808,West Bengal,CONSULTANCY,0,Bangalore,Not_same,42,FALSE,2,Post Grad,1,0,44%,0,1,1
1,New Employee,1,30.79726027,New Delhi,CONSULTANCY,0,Gurgaon,Same,42,FALSE,2,Post Grad,1,0,17%,0,0,1
1,New Employee,1,31.81643836,Haryana,EMPLOYEE REFERRAL,0,Bangalore,Not_same,44,FALSE,2,Post Grad,0,0,23%,0,1,1
1,New Employee,0,26.26575342,New Delhi,EMPLOYEE REFERRAL,0,Gurgaon,Same,42,FALSE,2,Post Grad,0,0,34%,0,0,1
0,New Employee,1,35.37260274,Andhra Pradesh,CONSULTANCY,0,Bangalore,Not_same,42,FALSE,2,Post Grad,0,0,29%,0,1,1
0,New Employee,0,30.90410959,West Bengal,CONSULTANCY,0,Bangalore,Not_same,42,FALSE,2,Post Grad,1,0,35%,0,0,1
0,New Employee,1,30.01643836,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,Same,42,FALSE,2,Post Grad,1,0,33%,0,0,1
1,New Employee,1,34.54794521,Andhra Pradesh,PORTAL,0,Kochi,Not_same,42,FALSE,2,Post Grad,0,0,20%,0,1,1
0,New Employee,1,36.74794521,Gujarat,EMPLOYEE REFERRAL,0,Bangalore,Not_same,42,FALSE,2,Post Grad,0,0,23%,0,1,1
1,New Employee,1,25.17534247,Andhra Pradesh,EMPLOYEE REFERRAL,0,Bangalore,Not_same,42,FALSE,2,Post Grad,0,0,43%,0,1,1
1,New Employee,0,29.91506849,Maharashtra,EMPLOYEE REFERRAL,0,Bangalore,Not_same,42,FALSE,2,Post Grad,0,0,5%,0,1,1
1,New Employee,0,27.7890411,Tamil Nadu,CONSULTANCY,0,Bangalore,Not_same,42,FALSE,2,Post Grad,0,0,38%,0,1,1
1,New Employee,1,31.23013699,West Bengal,CONSULTANCY,0,Bangalore,Not_same,42,FALSE,2,Post Grad,1,0,31%,0,1,1
0,New Employee,1,43.29863014,Gujarat,CONSULTANCY,0,Bangalore,Not_same,42,FALSE,2,Post Grad,0,0,28%,0,1,1
0,New Employee,1,24.94520548,Andhra Pradesh,CONSULTANCY,0,Bangalore,Not_same,42,FALSE,2,Post Grad,0,0,31%,0,1,1
0,New Employee,1,30.35616438,Karnataka,CONSULTANCY,0,Bangalore,Same,42,FALSE,2,Post Grad,1,0,30%,0,0,1
1,New Employee,1,27.23835616,Andhra Pradesh,CONSULTANCY,0,Bangalore,Not_same,42,FALSE,2,Post Grad,0,0,34%,0,1,1
0,Re hire,0,31.27123288,West Bengal,CONSULTANCY,0,Bangalore,Not_same,42,FALSE,2,Post Grad,1,0,43%,0,1,1
0,New Employee,1,43.36164384,Karnataka,CONSULTANCY,0,Bangalore,Same,42,FALSE,2,Post Grad,1,0,14%,0,0,1
1,New Employee,0,36.37808219,Karnataka,CONSULTANCY,0,Bangalore,Same,44,FALSE,2,Post Grad,0,0,18%,0,0,1
1,New Employee,1,36.99726027,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,Same,42,FALSE,2,Post Grad,0,0,2%,0,0,1
1,New Employee,1,41.17534247,Telangana,PORTAL,0,Bangalore,Not_same,42,FALSE,2,Post Grad,0,0,26%,0,1,1
1,New Employee,0,36.19178082,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,Same,44,FALSE,2,Post Grad,0,0,24%,0,0,1
1,Transfer,1,37.69863014,Karnataka,GDS LEAP,0,Bangalore,Same,32,FALSE,2,Post Grad,0,0,13%,0,1,1
0,New Employee,1,30.8,Karnataka,PORTAL,0,Bangalore,Same,42,FALSE,2,Post Grad,1,0,37%,0,0,1
1,New Employee,0,35.98082192,Karnataka,CONSULTANCY,0,Bangalore,Same,32,FALSE,2,Post Grad,1,0,37%,0,0,1
0,New Employee,0,31.15890411,New Delhi,WALK-IN,0,Bangalore,Not_same,42,FALSE,2,Post Grad,1,0,23%,0,1,1
0,New Employee,1,28.29315068,Karnataka,EMPLOYEE REFERRAL,1,Bangalore,Same,42,FALSE,2,Post Grad,0,0,29%,0,0,1
1,New Employee,0,28.40547945,Karnataka,PORTAL,0,Bangalore,Same,44,FALSE,2,Post Grad,0,0,100%,0,0,1
1,New Employee,1,32.32328767,Karnataka,PORTAL,1,Bangalore,Same,42,FALSE,2,Post Grad,0,0,11%,0,0,1
1,Re hire,0,28.01917808,Karnataka,PORTAL,0,Bangalore,Same,44,FALSE,2,Post Grad,1,0,16%,0,0,1
1,New Employee,0,29.71780822,Karnataka,EMPLOYEE REFERRAL,1,Bangalore,Same,42,FALSE,2,Post Grad,0,0,38%,0,0,1
1,Re hire,1,35.4630137,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,Same,44,FALSE,2,Post Grad,0,0,26%,0,0,1
1,New Employee,0,27.89315068,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,Same,44,FALSE,2,Post Grad,0,0,30%,0,0,1
1,New Employee,1,28.32328767,Andhra Pradesh,EMPLOYEE REFERRAL,0,Bangalore,Not_same,44,FALSE,2,Post Grad,1,0,30%,0,0,1
1,New Employee,1,27.2,West Bengal,EMPLOYEE REFERRAL,0,Bangalore,Not_same,44,FALSE,2,Post Grad,0,0,40%,0,1,1
1,New Employee,0,30.76986301,Karnataka,EMPLOYEE REFERRAL,1,Bangalore,Same,42,FALSE,2,Post Grad,0,0,30%,0,0,1
1,New Employee,0,26.32328767,Karnataka,CONSULTANCY,0,Bangalore,Same,44,FALSE,2,Post Grad,1,0,16%,0,1,1
1,New Employee,1,26.87945205,Karnataka,PORTAL,1,Bangalore,Same,42,FALSE,2,Post Grad,0,0,17%,0,0,1
1,New Employee,1,29.62739726,Andhra Pradesh,PORTAL,0,Bangalore,Not_same,42,FALSE,2,Post Grad,1,0,38%,0,1,1
1,Re hire,0,26.69589041,Kerala,PORTAL,0,Kochi,Same,44,FALSE,2,Post Grad,1,0,31%,0,0,1
1,New Employee,1,31.36164384,Tamil Nadu,PORTAL,1,Bangalore,Not_same,42,FALSE,2,Post Grad,0,0,20%,0,1,1
1,New Employee,1,23.68493151,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,Same,44,FALSE,2,Post Grad,0,0,100%,0,0,1
1,New Employee,1,32.86575342,Maharashtra,CONSULTANCY,0,Gurgaon,Not_same,42,FALSE,2,Post Grad,0,0,28%,0,1,1
1,New Employee,1,32.42191781,New Delhi,CONSULTANCY,0,Gurgaon,Same,42,FALSE,2,Post Grad,0,0,24%,0,0,1
0,New Employee,1,30.10684932,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,Same,42,FALSE,2,Post Grad,1,0,38%,0,0,1
0,New Employee,1,25.73972603,Tamil Nadu,PORTAL,1,Bangalore,Not_same,44,FALSE,2,Post Grad,0,0,37%,0,1,1
1,Re hire,1,32.25479452,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,Same,32,FALSE,2,Post Grad,1,0,44%,0,0,1
